 Morbidade Hospitalar do SUS - por local de residência - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Jun/2020
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"230300 Caridade";27;27;36277,76;27937,73;-;-;8340,03;-;-;1343,62;1343,62;114;4,2;2;7,41
"230310 Cariré";76;76;114645,15;90017,24;-;-;24627,91;-;-;1508,49;1508,49;417;5,5;2;2,63
"230320 Caririaçu";68;68;61950,06;47037,26;-;-;14912,80;-;-;911,03;911,03;254;3,7;3;4,41
"230330 Cariús";44;44;32091,52;25384,35;-;-;6707,17;-;-;729,35;729,35;184;4,2;5;11,36
"230340 Carnaubal";41;41;48378,66;39029,86;-;-;9348,80;-;-;1179,97;1179,97;188;4,6;2;4,88
"230350 Cascavel";253;254;411493,57;314045,39;-;-;97448,18;-;-;1620,05;1626,46;1274;5,0;14;5,53
"230360 Catarina";37;37;52185,95;37317,71;-;-;14868,24;-;-;1410,43;1410,43;242;6,5;4;10,81
"230365 Catunda";29;29;43077,49;33134,19;-;-;9943,30;-;-;1485,43;1485,43;154;5,3;3;10,34
"230370 Caucaia";1456;1470;2312512,43;1822627,23;-;-;489885,20;-;-;1573,14;1588,26;9084;6,2;136;9,34
"230380 Cedro";97;97;87922,12;72115,73;-;-;15806,39;-;-;906,41;906,41;245;2,5;8;8,25
"230390 Chaval";10;10;15508,03;11473,77;-;-;4034,26;-;-;1550,80;1550,80;108;10,8;-;-
"230393 Choró";50;50;87169,62;66362,41;-;-;20807,21;-;-;1743,39;1743,39;265;5,3;2;4,00
"230395 Chorozinho";93;93;105670,06;82494,63;-;-;23175,43;-;-;1136,24;1136,24;536;5,8;5;5,38
"230400 Coreaú";48;48;113724,71;85801,00;-;-;27923,71;-;-;2369,26;2369,26;313;6,5;1;2,08
"230410 Crateús";354;356;563808,25;465073,65;-;-;98734,60;-;-;1583,73;1592,68;1777;5,0;28;7,91
"230420 Crato";590;590;543001,34;417836,79;-;-;125164,55;-;-;920,34;920,34;2209;3,7;14;2,37
"230423 Croatá";47;47;98038,60;72266,66;-;-;25771,94;-;-;2085,93;2085,93;231;4,9;4;8,51
"230425 Cruz";79;79;165187,87;126844,67;-;-;38343,20;-;-;2090,99;2090,99;486;6,2;7;8,86
"230426 Deputado Irapuan Pinheiro";26;26;14368,53;10834,39;-;-;3534,14;-;-;552,64;552,64;102;3,9;3;11,54
"230427 Ererê";11;11;7125,88;5091,72;-;-;2034,16;-;-;647,81;647,81;29;2,6;1;9,09
"230428 Eusébio";275;276;396587,32;307763,11;-;-;88824,21;-;-;1436,91;1442,14;1349;4,9;10;3,64
"230430 Farias Brito";43;43;56122,23;44993,62;-;-;11128,61;-;-;1305,17;1305,17;162;3,8;1;2,33
"230435 Forquilha";62;62;101322,15;78184,63;-;-;23137,52;-;-;1634,23;1634,23;250;4,0;4;6,45
"230440 Fortaleza";9842;10043;17215351,35;13891878,27;-;-;3323473,08;-;-;1714,16;1749,17;65803;6,7;833;8,46
"230445 Fortim";34;35;107643,68;77519,88;-;-;30123,80;-;-;3075,53;3165,99;241;7,1;-;-
"230450 Frecheirinha";56;56;133351,11;104673,99;-;-;28677,12;-;-;2381,27;2381,27;337;6,0;5;8,93
"230460 General Sampaio";15;15;21162,93;15044,85;-;-;6118,08;-;-;1410,86;1410,86;67;4,5;-;-
"230465 Graça";40;40;63799,49;50903,61;-;-;12895,88;-;-;1594,99;1594,99;174;4,3;1;2,50
"230470 Granja";43;43;77253,01;61574,23;-;-;15678,78;-;-;1796,58;1796,58;298;6,9;5;11,63
"230480 Granjeiro";12;12;5397,29;3634,20;-;-;1763,09;-;-;449,77;449,77;15;1,3;1;8,33
"230490 Groaíras";38;38;82259,84;66487,85;-;-;15771,99;-;-;2164,73;2164,73;231;6,1;4;10,53
"230495 Guaiúba";70;70;148920,16;123544,52;-;-;25375,64;-;-;2127,43;2127,43;585;8,4;7;10,00
"230500 Guaraciaba do Norte";51;51;62450,92;46628,07;-;-;15822,85;-;-;1224,53;1224,53;234;4,6;1;1,96
"230510 Guaramiranga";8;10;18402,18;14835,62;-;-;3566,56;-;-;1840,22;2300,27;106;13,3;-;-
"230520 Hidrolândia";54;54;75966,54;57424,14;-;-;18542,40;-;-;1406,79;1406,79;191;3,5;2;3,70
"230523 Horizonte";253;254;370854,99;283876,43;-;-;86978,56;-;-;1460,06;1465,83;1346;5,3;11;4,35
"230526 Ibaretama";43;43;57807,87;44084,58;-;-;13723,29;-;-;1344,37;1344,37;192;4,5;-;-
"230530 Ibiapina";56;56;110408,27;91738,55;-;-;18669,72;-;-;1971,58;1971,58;298;5,3;3;5,36
"230533 Ibicuitinga";35;35;42081,37;30548,35;-;-;11533,02;-;-;1202,32;1202,32;188;5,4;-;-
"230535 Icapuí";35;36;31568,24;22906,27;-;-;8661,97;-;-;876,90;901,95;138;3,9;-;-
"230540 Icó";186;187;125284,13;90742,84;-;-;34541,29;-;-;669,97;673,57;606;3,3;4;2,15
"230550 Iguatu";179;179;172373,55;132972,00;-;-;39401,55;-;-;962,98;962,98;688;3,8;12;6,70
"230560 Independência";84;84;81452,08;62675,28;-;-;18776,80;-;-;969,67;969,67;363;4,3;4;4,76
"230565 Ipaporanga";44;44;27208,39;21109,92;-;-;6098,47;-;-;618,37;618,37;192;4,4;2;4,55
"230570 Ipaumirim";16;16;27287,31;18304,33;-;-;8982,98;-;-;1705,46;1705,46;100;6,3;1;6,25
"230580 Ipu";180;180;187740,62;144154,24;-;-;43586,38;-;-;1043,00;1043,00;584;3,2;5;2,78
"230590 Ipueiras";80;82;152405,47;116824,94;-;-;35580,53;-;-;1858,60;1905,07;540;6,8;4;5,00
"230600 Iracema";56;56;61650,26;51075,35;-;-;10574,91;-;-;1100,90;1100,90;286;5,1;2;3,57
"230610 Irauçuba";39;39;64580,73;51911,77;-;-;12668,96;-;-;1655,92;1655,92;125;3,2;1;2,56
"230620 Itaiçaba";34;35;57573,83;41690,45;-;-;15883,38;-;-;1644,97;1693,35;207;6,1;-;-
"230625 Itaitinga";164;166;306795,08;247088,83;-;-;59706,25;-;-;1848,16;1870,70;1107;6,8;11;6,71
"230630 Itapagé";183;183;428643,91;351975,08;-;-;76668,83;-;-;2342,32;2342,32;1101;6,0;20;10,93
"230640 Itapipoca";458;462;602541,79;473548,58;-;-;128993,21;-;-;1304,20;1315,59;2300;5,0;24;5,24
"230650 Itapiúna";23;24;22655,92;18408,54;-;-;4247,38;-;-;944,00;985,04;177;7,7;-;-
"230655 Itarema";53;54;133458,72;103875,16;-;-;29583,56;-;-;2471,46;2518,09;314;5,9;5;9,43
"230660 Itatira";46;46;37870,70;27498,87;-;-;10371,83;-;-;823,28;823,28;198;4,3;4;8,70
"230670 Jaguaretama";57;57;61448,59;45590,67;-;-;15857,92;-;-;1078,05;1078,05;301;5,3;3;5,26
"230680 Jaguaribara";65;65;100841,34;87491,42;-;-;13349,92;-;-;1551,41;1551,41;233;3,6;2;3,08
"230690 Jaguaribe";128;131;156445,78;127991,77;-;-;28454,01;-;-;1194,24;1222,23;769;6,0;2;1,56
"230700 Jaguaruana";105;105;186642,52;146428,17;-;-;40214,35;-;-;1777,55;1777,55;648;6,2;13;12,38
"230710 Jardim";26;26;12103,94;10514,64;-;-;1589,30;-;-;465,54;465,54;79;3,0;3;11,54
"230720 Jati";22;22;15918,89;12020,57;-;-;3898,32;-;-;723,59;723,59;65;3,0;1;4,55
"230725 Jijoca de Jericoacoara";23;23;41119,47;32645,86;-;-;8473,61;-;-;1787,80;1787,80;125;5,4;-;-
"230730 Juazeiro do Norte";433;435;410106,34;283110,43;-;-;126995,91;-;-;942,77;947,13;1374;3,2;4;0,92
"230740 Jucás";34;34;34132,29;25477,19;-;-;8655,10;-;-;1003,89;1003,89;164;4,8;3;8,82
"230750 Lavras da Mangabeira";26;27;49705,35;41012,50;-;-;8692,85;-;-;1840,94;1911,74;122;4,7;1;3,85
"230760 Limoeiro do Norte";413;414;421508,81;352592,06;-;-;68916,75;-;-;1018,14;1020,60;1634;4,0;23;5,57
"230763 Madalena";18;18;86181,31;67104,26;-;-;19077,05;-;-;4787,85;4787,85;142;7,9;1;5,56
"230765 Maracanaú";800;819;1062091,45;825974,74;-;-;236116,71;-;-;1296,81;1327,61;4159;5,2;55;6,88
"230770 Maranguape";409;410;595974,40;465934,11;-;-;130040,29;-;-;1453,60;1457,15;2078;5,1;35;8,56
"230780 Marco";41;41;79510,12;61928,32;-;-;17581,80;-;-;1939,27;1939,27;271;6,6;3;7,32
"230790 Martinópole";18;18;29980,95;21905,13;-;-;8075,82;-;-;1665,61;1665,61;145;8,1;1;5,56
"230800 Massapê";75;75;118639,75;89013,16;-;-;29626,59;-;-;1581,86;1581,86;401;5,3;3;4,00
"230810 Mauriti";118;118;80297,82;63717,63;-;-;16580,19;-;-;680,49;680,49;279;2,4;2;1,69
"230820 Meruoca";28;28;48495,48;37449,06;-;-;11046,42;-;-;1731,98;1731,98;178;6,4;3;10,71
"230830 Milagres";72;72;66701,59;51045,86;-;-;15655,73;-;-;926,41;926,41;321;4,5;3;4,17
"230835 Milhã";26;26;17309,22;12727,30;-;-;4581,92;-;-;665,74;665,74;95;3,7;1;3,85
"230837 Miraíma";40;40;67824,20;54767,24;-;-;13056,96;-;-;1695,61;1695,61;193;4,8;2;5,00
"230840 Missão Velha";31;31;38178,89;29752,51;-;-;8426,38;-;-;1231,58;1231,58;89;2,9;2;6,45
"230850 Mombaça";112;113;104685,33;81766,01;-;-;22919,32;-;-;926,42;934,69;447;4,0;7;6,25
"230860 Monsenhor Tabosa";47;48;100849,82;78805,56;-;-;22044,26;-;-;2101,04;2145,74;340;7,2;4;8,51
"230870 Morada Nova";208;208;265659,63;212341,13;-;-;53318,50;-;-;1277,21;1277,21;886;4,3;16;7,69
"230880 Moraújo";20;20;47671,79;36996,70;-;-;10675,09;-;-;2383,59;2383,59;126;6,3;2;10,00
"230890 Morrinhos";49;49;77209,58;61983,44;-;-;15226,14;-;-;1575,71;1575,71;253;5,2;-;-
"230900 Mucambo";58;58;53225,01;42426,13;-;-;10798,88;-;-;917,67;917,67;207;3,6;4;6,90
"230910 Mulungu";14;14;16385,00;12903,48;-;-;3481,52;-;-;1170,36;1170,36;88;6,3;1;7,14
"230920 Nova Olinda";52;52;44989,51;32214,59;-;-;12774,92;-;-;865,18;865,18;227;4,4;-;-
"230930 Nova Russas";64;64;132663,67;108292,37;-;-;24371,30;-;-;2072,87;2072,87;306;4,8;4;6,25
"230940 Novo Oriente";82;82;95805,85;72574,90;-;-;23230,95;-;-;1168,36;1168,36;418;5,1;6;7,32
"230945 Ocara";67;67;155961,90;131160,70;-;-;24801,20;-;-;2327,79;2327,79;406;6,1;4;5,97
"230950 Orós";59;59;48967,64;38580,01;-;-;10387,63;-;-;829,96;829,96;193;3,3;3;5,08
"230960 Pacajus";156;161;274616,93;208660,24;-;-;65956,69;-;-;1705,70;1760,36;1005;6,4;3;1,92
"230970 Pacatuba";182;188;359403,52;293022,85;-;-;66380,67;-;-;1911,72;1974,74;985;5,4;9;4,95
"230980 Pacoti";28;28;47731,15;40484,31;-;-;7246,84;-;-;1704,68;1704,68;236;8,4;6;21,43
"230990 Pacujá";23;23;23481,43;18806,56;-;-;4674,87;-;-;1020,93;1020,93;115;5,0;1;4,35
"231000 Palhano";37;37;82741,15;67360,92;-;-;15380,23;-;-;2236,25;2236,25;256;6,9;3;8,11
"231010 Palmácia";46;47;60798,25;49532,09;-;-;11266,16;-;-;1293,58;1321,70;217;4,7;4;8,70
"231020 Paracuru";88;89;137186,75;109862,46;-;-;27324,29;-;-;1541,42;1558,94;499;5,7;6;6,82
"231025 Paraipaba";109;110;189739,12;150079,82;-;-;39659,30;-;-;1724,90;1740,73;594;5,4;4;3,67
"231030 Parambu";21;22;85191,52;67064,99;-;-;18126,53;-;-;3872,34;4056,74;219;10,4;2;9,52
"231040 Paramoti";17;17;42088,84;34457,29;-;-;7631,55;-;-;2475,81;2475,81;100;5,9;1;5,88
"231050 Pedra Branca";157;157;189460,32;154063,24;-;-;35397,08;-;-;1206,75;1206,75;878;5,6;12;7,64
"231060 Penaforte";28;28;32609,98;24174,06;-;-;8435,92;-;-;1164,64;1164,64;138;4,9;1;3,57
"231070 Pentecoste";107;107;155869,10;126104,92;-;-;29764,18;-;-;1456,72;1456,72;734;6,9;12;11,21
"231080 Pereiro";56;56;39231,36;31624,57;-;-;7606,79;-;-;700,56;700,56;167;3,0;7;12,50
"231085 Pindoretama";75;75;109238,85;87220,16;-;-;22018,69;-;-;1456,52;1456,52;598;8,0;10;13,33
"231090 Piquet Carneiro";39;39;19411,33;15369,14;-;-;4042,19;-;-;497,73;497,73;134;3,4;-;-
"231095 Pires Ferreira";15;15;9864,98;6537,58;-;-;3327,40;-;-;657,67;657,67;29;1,9;-;-
"231100 Poranga";26;26;26773,79;20510,82;-;-;6262,97;-;-;1029,76;1029,76;92;3,5;3;11,54
"231110 Porteiras";45;46;64396,53;52406,79;-;-;11989,74;-;-;1399,92;1431,03;160;3,6;4;8,89
"231120 Potengi";32;32;21884,82;15748,99;-;-;6135,83;-;-;683,90;683,90;123;3,8;1;3,13
"231123 Potiretama";16;16;7020,67;5724,74;-;-;1295,93;-;-;438,79;438,79;37;2,3;-;-
"231126 Quiterianópolis";42;42;52612,20;41874,98;-;-;10737,22;-;-;1252,67;1252,67;208;5,0;2;4,76
"231130 Quixadá";327;328;459476,44;364187,60;-;-;95288,84;-;-;1400,84;1405,13;1818;5,6;16;4,89
"231135 Quixelô";44;44;38256,33;29769,13;-;-;8487,20;-;-;869,46;869,46;237;5,4;1;2,27
"231140 Quixeramobim";374;375;303267,01;234522,32;-;-;68744,69;-;-;808,71;810,87;1445;3,9;7;1,87
"231150 Quixeré";110;110;101748,44;78552,91;-;-;23195,53;-;-;924,99;924,99;550;5,0;8;7,27
"231160 Redenção";71;71;138910,06;114975,20;-;-;23934,86;-;-;1956,48;1956,48;513;7,2;12;16,90
"231170 Reriutaba";18;18;38727,34;30072,10;-;-;8655,24;-;-;2151,52;2151,52;83;4,6;1;5,56
"231180 Russas";386;387;464166,30;367782,12;-;-;96384,18;-;-;1199,40;1202,50;1922;5,0;17;4,40
"231190 Saboeiro";12;12;9170,86;6471,52;-;-;2699,34;-;-;764,24;764,24;34;2,8;-;-
"231195 Salitre";47;48;32600,28;22421,02;-;-;10179,26;-;-;679,17;693,62;104;2,2;-;-
"231220 Santa Quitéria";97;97;222617,88;173335,86;-;-;49282,02;-;-;2295,03;2295,03;408;4,2;5;5,15
"231200 Santana do Acaraú";62;62;134020,88;102384,11;-;-;31636,77;-;-;2161,63;2161,63;270;4,4;5;8,06
"231210 Santana do Cariri";63;63;50684,27;36063,94;-;-;14620,33;-;-;804,51;804,51;174;2,8;3;4,76
"231230 São Benedito";104;104;207129,43;166633,12;-;-;40496,31;-;-;1991,63;1991,63;579;5,6;6;5,77
"231240 São Gonçalo do Amarante";181;184;223209,82;175223,11;-;-;47986,71;-;-;1213,10;1233,20;949;5,2;10;5,52
"231250 São João do Jaguaribe";32;32;28418,23;24695,76;-;-;3722,47;-;-;888,07;888,07;114;3,6;4;12,50
"231260 São Luís do Curu";18;18;17895,92;13788,45;-;-;4107,47;-;-;994,22;994,22;88;4,9;-;-
"231270 Senador Pompeu";27;27;16400,58;11471,98;-;-;4928,60;-;-;607,43;607,43;118;4,4;-;-
"231280 Senador Sá";15;15;24445,54;19166,19;-;-;5279,35;-;-;1629,70;1629,70;86;5,7;-;-
"231290 Sobral";670;670;1166397,44;913013,62;-;-;253383,82;-;-;1740,89;1740,89;3425;5,1;19;2,84
"231300 Solonópole";65;66;52259,61;38009,78;-;-;14249,83;-;-;791,81;803,99;269;4,1;4;6,15
"231310 Tabuleiro do Norte";139;140;83006,46;66993,22;-;-;16013,24;-;-;592,90;597,17;679;4,9;4;2,88
"231320 Tamboril";100;101;147207,23;118803,60;-;-;28403,63;-;-;1457,50;1472,07;418;4,2;3;3,00
"231325 Tarrafas";23;23;11248,76;7448,84;-;-;3799,92;-;-;489,08;489,08;51;2,2;1;4,35
"231330 Tauá";51;52;150897,26;118576,29;-;-;32320,97;-;-;2901,87;2958,77;515;10,1;3;5,88
"231335 Tejuçuoca";39;40;77467,51;63330,18;-;-;14137,33;-;-;1936,69;1986,35;230;5,9;2;5,13
"231340 Tianguá";72;73;214179,60;170432,22;-;-;43747,38;-;-;2933,97;2974,72;543;7,5;7;9,72
"231350 Trairi";153;153;378925,72;309346,11;-;-;69579,61;-;-;2476,64;2476,64;971;6,3;7;4,58
"231355 Tururu";47;47;56144,69;42341,05;-;-;13803,64;-;-;1194,57;1194,57;164;3,5;2;4,26
"231360 Ubajara";34;34;77620,55;62994,85;-;-;14625,70;-;-;2282,96;2282,96;291;8,6;1;2,94
"231370 Umari";10;10;5176,05;3534,67;-;-;1641,38;-;-;517,61;517,61;28;2,8;-;-
"231375 Umirim";51;52;103723,25;80748,75;-;-;22974,50;-;-;1994,68;2033,79;363;7,1;1;1,96
"231380 Uruburetama";58;58;54110,78;38866,99;-;-;15243,79;-;-;932,94;932,94;245;4,2;3;5,17
"231390 Uruoca";19;19;23263,01;18659,09;-;-;4603,92;-;-;1224,37;1224,37;93;4,9;-;-
"231395 Varjota";43;43;66769,53;51636,12;-;-;15133,41;-;-;1552,78;1552,78;202;4,7;2;4,65
"231400 Várzea Alegre";213;214;144229,66;116478,78;-;-;27750,88;-;-;673,97;677,13;657;3,1;7;3,29
"231410 Viçosa do Ceará";197;198;224477,86;169780,70;-;-;54697,16;-;-;1133,73;1139,48;794;4,0;6;3,05
"240010 Acari";35;35;56512,94;47820,04;-;-;8692,90;-;-;1614,66;1614,66;209;6,0;2;5,71
"240020 Açu";99;99;174559,97;139924,90;-;-;34635,07;-;-;1763,23;1763,23;497;5,0;11;11,11
"240030 Afonso Bezerra";17;17;38482,16;30542,11;-;-;7940,05;-;-;2263,66;2263,66;95;5,6;3;17,65
"240040 Água Nova";6;6;13805,07;12395,02;-;-;1410,05;-;-;2300,85;2300,85;15;2,5;-;-
"240050 Alexandria";106;106;63590,56;48782,61;-;-;14807,95;-;-;599,91;599,91;265;2,5;-;-
"240060 Almino Afonso";14;14;7874,47;6218,56;-;-;1655,91;-;-;562,46;562,46;45;3,2;-;-
"240070 Alto do Rodrigues";16;16;34398,94;27726,96;-;-;6671,98;-;-;2149,93;2149,93;75;4,7;1;6,25
"240080 Angicos";13;13;19303,82;16257,61;-;-;3046,21;-;-;1484,91;1484,91;47;3,6;1;7,69
"240090 Antônio Martins";63;63;26257,84;22408,43;-;-;3849,41;-;-;416,79;416,79;163;2,6;2;3,17
"240100 Apodi";101;101;115834,48;94776,60;-;-;21057,88;-;-;1146,88;1146,88;510;5,0;3;2,97
"240110 Areia Branca";55;55;157401,34;131118,16;-;-;26283,18;-;-;2861,84;2861,84;277;5,0;9;16,36
"240120 Arês";36;36;30153,59;22201,02;-;-;7952,57;-;-;837,60;837,60;101;2,8;-;-
"240130 Augusto Severo";15;15;26252,57;18254,28;-;-;7998,29;-;-;1750,17;1750,17;77;5,1;-;-
"240140 Baía Formosa";44;44;102673,15;84199,56;-;-;18473,59;-;-;2333,48;2333,48;290;6,6;1;2,27
"240145 Baraúna";30;30;92052,07;70379,96;-;-;21672,11;-;-;3068,40;3068,40;137;4,6;1;3,33
"240150 Barcelona";15;15;15211,09;12244,39;-;-;2966,70;-;-;1014,07;1014,07;66;4,4;1;6,67
"240160 Bento Fernandes";18;20;23743,67;19363,62;-;-;4380,05;-;-;1187,18;1319,09;121;6,7;2;11,11
"240165 Bodó";11;12;10412,99;8252,12;-;-;2160,87;-;-;867,75;946,64;69;6,3;-;-
"240170 Bom Jesus";34;37;42963,48;33803,74;-;1158,03;7384,43;1158,03;617,28;1161,18;1263,63;324;9,5;2;5,88
"240180 Brejinho";41;42;41722,90;29441,05;-;-;12281,85;-;-;993,40;1017,63;152;3,7;2;4,88
"240185 Caiçara do Norte";18;18;19461,10;15568,66;-;-;3892,44;-;-;1081,17;1081,17;42;2,3;-;-
"240190 Caiçara do Rio do Vento";16;17;13066,44;10152,08;-;-;2914,36;-;-;768,61;816,65;91;5,7;1;6,25
"240200 Caicó";208;208;323622,33;254956,65;-;-;68665,68;-;-;1555,88;1555,88;838;4,0;14;6,73
"240210 Campo Redondo";26;26;57288,04;46173,32;-;-;11114,72;-;-;2203,39;2203,39;137;5,3;5;19,23
"240220 Canguaretama";119;119;220562,71;173335,55;-;-;47227,16;-;-;1853,47;1853,47;498;4,2;4;3,36
"240230 Caraúbas";37;37;52204,21;38135,33;-;-;14068,88;-;-;1410,92;1410,92;93;2,5;2;5,41
"240240 Carnaúba dos Dantas";21;21;21479,87;16312,26;-;-;5167,61;-;-;1022,85;1022,85;71;3,4;2;9,52
"240250 Carnaubais";9;9;5997,87;4796,01;-;-;1201,86;-;-;666,43;666,43;48;5,3;1;11,11
"240260 Ceará-Mirim";184;187;454144,76;367787,80;-;-;86356,96;-;-;2428,58;2468,18;1139;6,2;10;5,43
"240270 Cerro Corá";27;27;38474,29;30842,07;-;-;7632,22;-;-;1424,97;1424,97;117;4,3;2;7,41
"240280 Coronel Ezequiel";5;6;6493,71;4822,99;-;-;1670,72;-;-;1082,29;1298,74;26;5,2;-;-
"240290 Coronel João Pessoa";13;13;21525,93;17308,99;-;-;4216,94;-;-;1655,84;1655,84;60;4,6;-;-
"240300 Cruzeta";19;19;23168,50;16787,50;-;-;6381,00;-;-;1219,39;1219,39;45;2,4;1;5,26
"240310 Currais Novos";149;150;230474,13;182179,48;-;-;48294,65;-;-;1536,49;1546,81;697;4,7;4;2,68
"240320 Doutor Severiano";11;11;29823,31;25471,50;-;-;4351,81;-;-;2711,21;2711,21;61;5,5;-;-
"240330 Encanto";22;22;13870,30;9966,26;-;-;3904,04;-;-;630,47;630,47;68;3,1;2;9,09
"240340 Equador";10;10;9445,65;6764,95;-;-;2680,70;-;-;944,57;944,57;62;6,2;1;10,00
"240350 Espírito Santo";41;41;82443,38;68056,75;-;-;14386,63;-;-;2010,81;2010,81;244;6,0;1;2,44
"240360 Extremoz";125;128;169091,78;135862,86;-;-;33228,92;-;-;1321,03;1352,73;577;4,6;7;5,60
"240370 Felipe Guerra";8;8;46928,75;36174,31;-;-;10754,44;-;-;5866,09;5866,09;43;5,4;1;12,50
"240375 Fernando Pedroza";10;10;30577,08;24973,89;-;-;5603,19;-;-;3057,71;3057,71;55;5,5;-;-
"240380 Florânia";24;24;32165,21;25824,54;-;-;6340,67;-;-;1340,22;1340,22;104;4,3;1;4,17
"240390 Francisco Dantas";8;8;5275,64;3455,39;-;-;1820,25;-;-;659,46;659,46;16;2,0;-;-
"240400 Frutuoso Gomes";23;23;27110,77;21481,02;-;-;5629,75;-;-;1178,73;1178,73;68;3,0;-;-
"240410 Galinhos";8;8;16654,88;14283,10;-;-;2371,78;-;-;2081,86;2081,86;36;4,5;1;12,50
"240420 Goianinha";106;108;166177,31;131117,72;-;-;35059,59;-;-;1538,68;1567,71;505;4,8;3;2,83
"240430 Governador Dix-Sept Rosado";16;16;40685,21;34369,38;-;-;6315,83;-;-;2542,83;2542,83;105;6,6;2;12,50
"240440 Grossos";13;13;19015,65;14191,10;-;-;4824,55;-;-;1462,74;1462,74;43;3,3;1;7,69
"240450 Guamaré";70;70;78670,76;60506,00;-;-;18164,76;-;-;1123,87;1123,87;302;4,3;3;4,29
"240460 Ielmo Marinho";34;34;43548,83;32765,64;-;-;10783,19;-;-;1280,85;1280,85;126;3,7;3;8,82
"240470 Ipanguaçu";30;30;67507,68;56395,91;-;-;11111,77;-;-;2250,26;2250,26;298;9,9;2;6,67
"240480 Ipueira";6;6;2449,53;1775,72;-;-;673,81;-;-;408,26;408,26;30;5,0;-;-
"240485 Itajá";13;13;21197,71;18350,76;-;-;2846,95;-;-;1630,59;1630,59;100;7,7;1;7,69
"240490 Itaú";20;20;21527,85;15625,01;-;-;5902,84;-;-;1076,39;1076,39;83;4,2;1;5,00
"240500 Jaçanã";18;18;30385,99;23983,23;-;-;6402,76;-;-;1688,11;1688,11;93;5,2;-;-
"240510 Jandaíra";15;16;24372,21;20390,64;-;-;3981,57;-;-;1523,26;1624,81;137;9,1;3;20,00
"240520 Janduís";9;9;4976,82;4109,98;-;-;866,84;-;-;552,98;552,98;34;3,8;1;11,11
"240530 Januário Cicco";14;14;40284,58;33165,15;-;-;7119,43;-;-;2877,47;2877,47;90;6,4;2;14,29
"240540 Japi";11;11;35086,46;29397,92;-;-;5688,54;-;-;3189,68;3189,68;76;6,9;-;-
"240550 Jardim de Angicos";4;4;6706,75;4859,96;-;-;1846,79;-;-;1676,69;1676,69;8;2,0;-;-
"240560 Jardim de Piranhas";50;50;81438,90;64639,74;-;447,16;16103,39;447,16;248,61;1628,78;1628,78;177;3,5;2;4,00
"240570 Jardim do Seridó";38;38;26807,34;21091,95;-;-;5715,39;-;-;705,46;705,46;90;2,4;5;13,16
"240580 João Câmara";126;127;252413,65;202034,76;-;-;50378,89;-;-;1987,51;2003,28;795;6,3;4;3,17
"240590 João Dias";1;1;614,91;403,68;-;-;211,23;-;-;614,91;614,91;1;1,0;-;-
"240600 José da Penha";17;17;10671,18;7267,91;-;447,16;2707,50;447,16;248,61;627,72;627,72;53;3,1;1;5,88
"240610 Jucurutu";34;34;78230,58;64990,13;-;-;13240,45;-;-;2300,90;2300,90;142;4,2;5;14,71
"240615 Jundiá";19;20;39541,20;33271,44;-;-;6269,76;-;-;1977,06;2081,12;130;6,8;-;-
"240620 Lagoa d'Anta";16;16;20157,51;15775,54;-;-;4381,97;-;-;1259,84;1259,84;69;4,3;2;12,50
"240630 Lagoa de Pedras";19;19;24705,91;18907,19;-;-;5798,72;-;-;1300,31;1300,31;165;8,7;2;10,53
"240640 Lagoa de Velhos";11;11;23629,74;19064,57;-;-;4565,17;-;-;2148,16;2148,16;59;5,4;1;9,09
"240650 Lagoa Nova";41;41;100329,97;78862,06;-;-;21467,91;-;-;2447,07;2447,07;224;5,5;-;-
"240660 Lagoa Salgada";36;36;70615,20;54848,08;-;-;15767,12;-;-;1961,53;1961,53;99;2,8;1;2,78
"240670 Lajes";36;36;42674,10;33073,80;-;-;9600,30;-;-;1185,39;1185,39;183;5,1;1;2,78
"240680 Lajes Pintadas";9;9;7934,79;5914,94;-;-;2019,85;-;-;881,64;881,64;17;1,9;2;22,22
"240690 Lucrécia";4;4;2075,29;1517,60;-;-;557,69;-;-;518,82;518,82;12;3,0;-;-
"240700 Luís Gomes";23;23;45378,49;35057,54;-;-;10320,95;-;-;1972,98;1972,98;147;6,4;3;13,04
"240710 Macaíba";310;311;559850,46;428718,48;-;412,32;130497,95;412,32;221,71;1800,16;1805,97;1480;4,8;12;3,87
"240720 Macau";119;120;170113,34;136606,31;-;-;33507,03;-;-;1417,61;1429,52;631;5,3;17;14,29
"240725 Major Sales";15;15;16430,17;12418,61;-;-;4011,56;-;-;1095,34;1095,34;32;2,1;-;-
"240730 Marcelino Vieira";16;16;18727,58;12619,81;-;1123,19;4394,20;1123,19;590,38;1170,47;1170,47;49;3,1;-;-
